id,title,link,image_link,availability,price,mpn,description,condition
328876,VEG Овсянка с чиа	,https://taplink.cc/vegandelivery/o/504ac/,https://s.taplink.cc/p/d/a/6/2/1701890.jpg?0,in stock,180.00 RUB,PROFILE845465,"Состав: овсянка, семена чиа, рисовое молоко, кокосовые сливки, сироп 
топинамбура, корица, очищенная вода, карамельный топпинг (выпаренный 
ячменный солод, рисовое молоко, арахисовая паста, кокосовое масло, сироп 
топинамбура). 

Белки 3,28 /Жиры 2,62 /Углеводы 15,15 /Ккал 97,54	

160 гр.",new
328874,RAW Чиа-пудинг с карамелью,https://taplink.cc/vegandelivery/o/504aa/,https://s.taplink.cc/p/0/9/0/3/1701866.jpg?0,in stock,180.00 RUB,PROFILE845465,"Состав: семена чиа, кокосовое молоко, рисовое молоко, кокосовое масло, 
сироп топинамбура, карамельный топпинг (выпаренный ячменный солод, 
рисовое молоко, арахисовая паста, кокосовое масло, сироп топинамбура). 

Белки 2,77 / Жиры 7,86 / Углеводы 13,52 / Ккал 124,35

160 гр.",new
328872,RAW Чиа-пудинг с манго,https://taplink.cc/vegandelivery/o/504a8/,https://s.taplink.cc/p/5/7/1/8/1701864.jpg?0,in stock,200.00 RUB,PROFILE845465,"Состав: семена чиа, кокосовое молоко, рисовое молоко, кокосовое масло, 
сироп топинамбура, мусс из манго. 

Белки 1,78 / Жиры 6,53 / Углеводы 20,38 / Ккал 146,24

160 гр.",new
328862,RAW Viva la Бургер,https://taplink.cc/vegandelivery/o/5049e/,https://s.taplink.cc/p/5/0/8/9/1701860.jpg?0,in stock,350.00 RUB,PROFILE845465,"Состав: булочка (морковь, обезжиренная миндальная мука, светлый лен, 
специи), сыр из кешью, базилик, мята, вяленые томаты, айсберг, свежий 
томат, красный лук, бальзамический соус, сметана из кешью. 

Белки 5,28 / Жиры 7,86 / Углеводы 16,44 / Ккал 153,69

200 гр.",new
328860,RAW СырБургер,https://taplink.cc/vegandelivery/o/5049c/,https://s.taplink.cc/p/b/9/5/b/1701858.jpg?0,in stock,290.00 RUB,PROFILE845465,"Состав: булочка (морковь, обезжиренная миндальная мука, светлы лен, 
специи) сыр из кешью, маринованная морковка, розовый томат, салат 
айсберг, сырный кешью-соус. 

Белки 9,88 /Жиры 11,73 /Углеводы 10,31 /Ккал 190,96

180 гр.",new
328858,RAW RED Бургер,https://taplink.cc/vegandelivery/o/5049a/,https://s.taplink.cc/p/7/1/c/6/1701852.jpg?0,in stock,290.00 RUB,PROFILE845465,"Состав: булочка (морковь, обезжиренная миндальная мука, светлый лен,
специи) котлета (маринованная слива, светлый лен, вяленные томаты), сыр из
кешью, салат айсберг, красный маринованный лук, растительный майонез,
свежий томат.

Белки 3,2 / Жиры 8,55 / Углеводы 6,7 / Ккал 110,4

200 гр.",new
328856,RAW Роллы Mei,https://taplink.cc/vegandelivery/o/50498/,https://s.taplink.cc/p/e/d/7/4/1701850.jpg?0,in stock,290.00 RUB,PROFILE845465,"Состав: лист нори, сыр из кешью, красная маринованная слива, 
маринованная морковка, свежий огурец, raw кетчуп, растительный майонез, 
соус liquid aminos Bragg. 

Белки 3,3 / Жиры 6,7 / Углеводы 5,9 / Ккал 98,3

160 гр.",new
328854,RAW Роллы с вяленым томатом,https://taplink.cc/vegandelivery/o/50496/,https://s.taplink.cc/p/a/3/7/7/1701846.jpg?0,in stock,290.00 RUB,PROFILE845465,"Состав: лист нори, сыр из кешью, вяленый томат, красная капуста, 
растительный майонез, свежий базилик. 

Белки 6,45/ Жиры 4,61 /Углеводы 7,01 /Ккал 130,71

160 гр.",new
328852,RAW Роллы с авокадо,https://taplink.cc/vegandelivery/o/50494/,https://s.taplink.cc/p/0/c/0/2/1701842.jpg?0,in stock,290.00 RUB,PROFILE845465,"Состав: лист нори, сыр из кешью, авокадо, кукуруза, болгарский перец, 
маринованная морковка. 

Белки 5,45/ Жиры 5,58 /Углеводы 6,85 /Ккал 163,9

160 гр.",new
328848,RAW Южноамериканские роллы,https://taplink.cc/vegandelivery/o/50490/,https://s.taplink.cc/p/8/d/9/f/1716148.jpg?0,in stock,320.00 RUB,PROFILE845465,"Состав: лист нори, авокадо, киноа, сыр из кешью, свежий огурец. 

Белки 8,05 / Жиры 8,43 /Углеводы 15,32 /Ккал 199,45

170 гр.",new
328846,RAW Кебаб,https://taplink.cc/vegandelivery/o/5048e/,https://s.taplink.cc/p/c/9/9/8/1701840.jpg?0,in stock,320.00 RUB,PROFILE845465,"Состав: вяленые томаты, маринованная слива, светлый лен, салат айсберг, 
красный маринованный лук, свежий томат, свежий огурец, кешью соус, 
кинза, сушенный чеснок. 

Белки 3,84 / Жиры 3,03 /Углеводы 5,52 /Ккал 64,17

250 гр.",new
328844,RAW Салат «Капрезе»,https://taplink.cc/vegandelivery/o/5048c/,https://s.taplink.cc/p/2/4/b/8/1701834.jpg?0,in stock,320.00 RUB,PROFILE845465,"Состав: сыр из кешью с базиликом и свежей мятой, салат айсберг, розовый 
томат, бальзамический соус, светлый лен. 

Белки 2,70 / Жиры 4,80 /Углеводы 8,33 /Ккал 87,27

210 гр.",new
328840,VEG Арахисовый батончик,https://taplink.cc/vegandelivery/o/50488/,https://s.taplink.cc/p/9/0/a/2/1701830.jpg?0,in stock,150.00 RUB,PROFILE845465,"Состав: выпаренный ячменный солод, жареный арахис, розовая гималайская 
соль, сироп топинамбура, шоколад (какао-масло, тертое какао, орех кешью, 
мука из зеленой гречки, кокосовый сахар, ваниль, кэроб). 

Белки 14,5 /Жиры 25,8 /Углеводы 36,41 /Ккал 370,4

55 гр.",new
328838,VEG Злаковый батончик,https://taplink.cc/vegandelivery/o/50486/,https://s.taplink.cc/p/c/7/7/8/1701826.jpg?0,in stock,150.00 RUB,PROFILE845465,"Состав: выпаренный ячменный солод, сироп топинамбура, светлый лен, изюм, 
кокосовое масло, гималайская розовая соль, взорванный рис, шоколад 
(какао-масло, тертое какао, орех кешью, мука из зеленой гречки, кокосовый 
сахар, ваниль, кэроб). 

Белки 5,5 /Жиры 15 /Углеводы 72,1 /Ккал 370,5

55 гр.",new
328836,RAW Кокосовый батончик,https://taplink.cc/vegandelivery/o/50484/,https://s.taplink.cc/p/f/0/c/6/1701824.jpg?0,in stock,150.00 RUB,PROFILE845465,"Состав: кокосовая стружка, рисовое молоко, кокосовое масло extra virgin, 
сироп топинамбура, шоколад (какао-масло, тертое какао, орех кешью, мука 
из зеленой гречки, кокосовый сахар, ваниль, кэроб). 

Белки 6,37 /Жиры 41,2 /Углеводы 37,6 /Ккал 380,2

55 гр.",new
328832,RAW Карамельный батончик,https://taplink.cc/vegandelivery/o/50480/,https://s.taplink.cc/p/b/6/0/7/1701820.jpg?0,in stock,150.00 RUB,PROFILE845465,"RAW Карамельный батончик	Состав: выпаренный ячменный солод, рисовое молоко, кокосовое масло extra 
virgin, сироп топинамбура, шоколад (какао-масло, тертое какао, орех кешью, 
мука из зеленой гречки, кокосовый сахар, ваниль, кэроб). 

Белки 6,37 /Жиры 41,2 /Углеводы 37,6 /Ккал 380,2

55 гр.",new
328830,VEG Батончик «Баланс»,https://taplink.cc/vegandelivery/o/5047e/,https://s.taplink.cc/p/8/2/5/c/1701816.jpg?0,in stock,180.00 RUB,PROFILE845465,"Состав: Сироп топинамбура, жареный кешью, выпаренный ячменный солод,
кокосовое масло extra virgin, шоколад (какао-масло, тертое какао, орех
кешью, мука из зеленой гречки, кокосовый сахар, ваниль, кэроб).

Белки 7,71 /Жиры 25,40 /Углеводы 42,1 /Ккал 280,4

55 гр.",new
328828,RAW Муссовый десерт,https://taplink.cc/vegandelivery/o/5047c/,https://s.taplink.cc/p/b/7/8/6/1701814.jpg?0,in stock,260.00 RUB,PROFILE845465,"Состав: какао порошок, кешью, рисовое молоко, кокосовое масло extra virgin, 
органическая ваниль, очищенный королевский финик, кокосовое молоко, 
сироп топинамбура. 

Белки 5,04 /Жиры 16,72 /Углеводы 13,69 /Ккал 200,24

160 гр.",new
328826,RAW Торт Наполеон шоколадный,https://taplink.cc/vegandelivery/o/5047a/,https://s.taplink.cc/p/8/c/1/2/1701810.jpg?0,in stock,260.00 RUB,PROFILE845465,"Состав: кокосовые сливки, кокосовое масло, кокосовое молоко, сироп 
топинамбура, банан, кокосовый сахар, ваниль, сироп цикория, мука миндаля, 
какао порошок. 

Белки 7,90 /Жиры 25,56 /Углеводы 45,8 /Ккал 411,8

110 гр.",new
328822,RAW Торт Наполеон с заварным кремом,https://taplink.cc/vegandelivery/o/50476/,https://s.taplink.cc/p/a/0/7/4/1701808.jpg?0,in stock,260.00 RUB,PROFILE845465,"Состав: кокосовые сливки, кокосовое масло, кокосовое молоко, сироп 
топинамбура, банан, кокосовый сахар, ваниль, сироп цикория, мука миндаля. 

Белки 12,71 /Жиры 27,43 /Углеводы 43,79 /Ккал 434,12

110 гр.",new
328820,RAW Птичье молоко,https://taplink.cc/vegandelivery/o/50474/,https://s.taplink.cc/p/1/5/f/5/1701722.jpg?0,in stock,280.00 RUB,PROFILE845465,"Состав: активированный кешью, сок лайма, розовая гималайская соль, 
кокосовое масло, irish moss, сироп топинамбура, сироп цикория. 

Белки 4,11 /Жиры 17,96 /Углеводы 18,8 /Ккал 290,12

160 гр.",new
327638,Тофу-бургер ,https://taplink.cc/vegandelivery/o/4ffd6/,https://s.taplink.cc/p/0/8/8/b/1693830.jpg?0,in stock,300.00 RUB,PROFILE845465,"Летний, освежающий тофу бургер, который добавит новую палитру вкусов в кладовую ваших рецепторов!

Состав
Нежнейшая котлета из тофу
Свежие огурцы
Свежие помидоры
Маринованная капуста
Свежий красный лук
Все под соусом 1000 островов

350 гр.",new
323694,Raw Пикник,https://taplink.cc/vegandelivery/o/4f06e/,https://s.taplink.cc/p/4/7/9/f/1680070.jpg?0,in stock,170.00 RUB,PROFILE845465,"Батончик «Злаковый» от Raw to go.

55 гр.

Состав: выпаренный ячменный солод, жаренный арахис, сироп топинамбура, светлый лён, изюм, кокосовое масло, гималайская розовая соль, взорванная гречка, взорванный рис, шоколад (какао-масло, тертое какао, орех кешью, мука из зеленой гречки, выпаренный тростниковый сок, органическая ваниль, кэроб).
Белки 3,41 /Жиры 9,3 /Углеводы 34,01 /Ккал 229,94 /кДж 962,71                                                                                      ",new
323690,Raw Марс,https://taplink.cc/vegandelivery/o/4f06a/,https://s.taplink.cc/p/d/1/9/9/1685526.jpg?0,in stock,170.00 RUB,PROFILE845465,"Карамельный шоколадный батончик от Raw to go.

55 гр. 

Состав: сироп топинамбура, орех кешью, розовая гималайская соль, рисовое молоко, рисовый сироп, выпаренный ячменный солод, шоколад (какао-масло, тертое какао, орех кешью, мука из зеленой гречки, выпаренный тростниковый сок, органическая ваниль, кэроб).
              Белки 5,48 /Жиры 13,90 /Углеводы 24,79 /Ккал 241,37  /кДж 1010,56                                                                
",new
320596,Лимонад бутилированный Classy,https://taplink.cc/vegandelivery/o/4e454/,https://s.taplink.cc/p/2/c/7/5/1664488.jpg?0,in stock,200.00 RUB,PROFILE845465,"Фруктовые соки, экстракты, гуаровая камедь",new
320594,Веганский Чизкейк в ассортименте,https://taplink.cc/vegandelivery/o/4e452/,https://s.taplink.cc/p/6/e/2/9/1663982.jpg?0,in stock,250.00 RUB,PROFILE845465,"В составе десерта ягоды/добавки в зависимости от вкуса, тофу, мука пшеничная, мука овсяная,
спред растительный жировой низкокалорийный на основе подсолнечного масла, сахарный песок, кукурузный крахмал, ванилин, манная крупа, сок лимона",new
320582,Брауни,https://taplink.cc/vegandelivery/o/4e446/,https://s.taplink.cc/p/3/1/e/b/1663960.jpg?0,in stock,250.00 RUB,PROFILE845465,"Два вида:

Вишня-шоколад
Вишня, темный шоколад, какао, сливки растительные, шоколад, мука, разрыхлитель, сахар, масло кокосовое, соевое молоко, спред растительный

Арахис-Карамель
Арахис, карамель, какао, сливки растительные, шоколад, мука, разрыхлитель, сахар, масло кокосовое, соевое молоко, спред растительный
",new
320578,Торт "Клубника-кокос",https://taplink.cc/vegandelivery/o/4e442/,https://s.taplink.cc/p/d/8/8/2/1663920.jpg?0,in stock,300.00 RUB,PROFILE845465,"Мука, сахар, масло растительное, соевое молоко,
кокосовое молоко, соль, сода, уксус, растительные сливки,
клубничный джем, веганский маскарпоне “Friky”",new
320576,Вафли со взбитыми сливками,https://taplink.cc/vegandelivery/o/4e440/,https://s.taplink.cc/p/5/3/7/a/1663914.jpg?0,in stock,250.00 RUB,PROFILE845465,"Сливки растительного происхождения.
В составе вафель мука, соевое молоко, сахар, соль, корица, мускат, ванильный сахар.
4 топпинга на выбор.",new
320574,Тофу с хумусом на тарелке,https://taplink.cc/vegandelivery/o/4e43e/,https://s.taplink.cc/p/2/e/f/0/1663912.jpg?0,in stock,250.00 RUB,PROFILE845465,"Тофу, хумус, палочки сельдерея, морковь, огурец, болгарский перец.",new
320572,Сейтан на тарелке,https://taplink.cc/vegandelivery/o/4e43c/,https://s.taplink.cc/p/4/e/f/7/1663908.jpg?0,in stock,250.00 RUB,PROFILE845465,"Сейтан, хумус, палочки сельдерея, морковь, огурец, болгарский перец",new
320548,Фалафель на тарелке,https://taplink.cc/vegandelivery/o/4e424/,https://s.taplink.cc/p/1/5/d/a/1663702.jpg?0,in stock,250.00 RUB,PROFILE845465,"Шарики фалафеля, хумус, палочки сельдерея,
морковь, огурец, болгарский перец",new
320544,Картофель Айдахо,https://taplink.cc/vegandelivery/o/4e420/,https://s.taplink.cc/p/6/b/2/d/1749314.jpg?0,in stock,230.00 RUB,PROFILE845465,"Картофель, чесночное масло, чёрный перец, паприка, соль, кунжут",new
320534,Наггетсы,https://taplink.cc/vegandelivery/o/4e416/,https://s.taplink.cc/p/5/4/2/e/1663640.jpg?0,in stock,250.00 RUB,PROFILE845465,Хрустящие наггетсы из тофу в панировке с соусом “чили”,new
